subject,num_receivers,email_length,email_domain,sent_time,is_forwarded,label
daily charts and matrices as hot links 3/8,1,114,enron.com,"Wed, 7 Mar 2001 23:23:00 -0800 (PST)",0,1.0
Re: BNP PARIBAS Commodity Futures Weekly AGA Survey,1,150,enron.com,"Wed, 7 Mar 2001 02:01:00 -0800 (PST)",0,1.0
Re: rebuttal,1,388,enron.com,"Wed, 7 Mar 2001 01:42:00 -0800 (PST)",0,1.0
RE:,1,164,enron.com,"Wed, 7 Mar 2001 00:31:00 -0800 (PST)",0,1.0
,1,3,enron.com,"Tue, 6 Mar 2001 13:04:00 -0800 (PST)",0,0.0
FW: 2001 Natural Gas Production and Price Outlook Conference Call,1,186,enron.com,"Tue, 6 Mar 2001 08:40:00 -0800 (PST)",1,1.0
Re: eia power demand,1,178,enron.com,"Tue, 6 Mar 2001 07:08:00 -0800 (PST)",0,1.0
Re: Greg's Bill,1,21,enron.com,"Tue, 6 Mar 2001 04:05:00 -0800 (PST)",0,1.0
RE:,1,152,enron.com,"Tue, 6 Mar 2001 03:42:00 -0800 (PST)",0,1.0
Re:,1,95,enron.com,"Tue, 6 Mar 2001 03:02:00 -0800 (PST)",0,1.0
Re: The date,1,20,enron.com,"Fri, 27 Oct 2000 09:30:00 -0700 (PDT)",0,0.0
Re: contangos vs winter putspds,1,264,enron.com,"Tue, 6 Mar 2001 02:28:00 -0800 (PST)",0,1.0
Re: contangos vs winter putspds,1,162,enron.com,"Tue, 6 Mar 2001 01:51:00 -0800 (PST)",0,1.0
Enron Mentions - 03-04-01,1,2971,enron.com,"Mon, 5 Mar 2001 23:43:00 -0800 (PST)",0,1.0
Re: ecommerce,1,22,enron.com,"Mon, 5 Mar 2001 23:15:00 -0800 (PST)",0,0.0
RE: Pops Order Number 20267 John Arnold,1,48,enron.com,"Mon, 5 Mar 2001 23:08:00 -0800 (PST)",0,1.0
RE: Pops Order Number 20267 John Arnold,1,41,enron.com,"Mon, 5 Mar 2001 23:06:00 -0800 (PST)",0,0.0
,1,7,enron.com,"Mon, 5 Mar 2001 05:30:00 -0800 (PST)",0,1.0
Re: CANCELLED - Trader's Roundtable,1,20,enron.com,"Mon, 5 Mar 2001 05:04:00 -0800 (PST)",0,1.0
,1,3,enron.com,"Mon, 5 Mar 2001 02:56:00 -0800 (PST)",0,0.0
Re: contangos vs winter putspds,1,133,enron.com,"Sun, 4 Mar 2001 08:31:00 -0800 (PST)",0,1.0
Re: good morning,1,56,enron.com,"Thu, 26 Oct 2000 10:26:00 -0700 (PDT)",0,0.0
Re: friday,1,565,enron.com,"Sat, 3 Mar 2001 12:10:00 -0800 (PST)",0,1.0
CANCELLED - Trader's Roundtable,1,80,enron.com,"Fri, 2 Mar 2001 08:23:00 -0800 (PST)",0,1.0
Re: silverman,1,257,enron.com,"Fri, 2 Mar 2001 08:22:00 -0800 (PST)",0,1.0
,1,5,enron.com,"Fri, 2 Mar 2001 02:45:00 -0800 (PST)",0,1.0
Re: silverman,1,80,enron.com,"Fri, 2 Mar 2001 02:44:00 -0800 (PST)",0,1.0
Re: silverman,1,29,enron.com,"Fri, 2 Mar 2001 02:22:00 -0800 (PST)",0,1.0
Re: thanks/ follow up,1,18,enron.com,"Fri, 2 Mar 2001 02:21:00 -0800 (PST)",0,1.0
Re: mkts,1,5,enron.com,"Wed, 28 Feb 2001 03:15:00 -0800 (PST)",0,1.0
Re: cash mkts,1,37,enron.com,"Wed, 28 Feb 2001 02:50:00 -0800 (PST)",0,1.0
Re: mkts,1,469,enron.com,"Wed, 28 Feb 2001 00:23:00 -0800 (PST)",0,1.0
Re: good morning,1,8,enron.com,"Thu, 26 Oct 2000 04:12:00 -0700 (PDT)",0,0.0
Re: BNP PARIBAS Commodity Futures Weekly AGA Survey,1,150,enron.com,"Tue, 27 Feb 2001 23:20:00 -0800 (PST)",0,1.0
Invoice for advisory work,1,30,enron.com,"Tue, 27 Feb 2001 22:54:00 -0800 (PST)",0,1.0
Re: mkts,1,397,enron.com,"Tue, 27 Feb 2001 14:05:00 -0800 (PST)",0,1.0
,1,9,enron.com,"Tue, 27 Feb 2001 11:25:00 -0800 (PST)",0,1.0
Re: mkts,1,264,enron.com,"Tue, 27 Feb 2001 11:23:00 -0800 (PST)",0,1.0
Re: Suspend switch,1,81,enron.com,"Tue, 27 Feb 2001 10:58:00 -0800 (PST)",0,1.0
EnronOnline Spreads Information Session,2,43,enron.com,"Tue, 27 Feb 2001 10:53:00 -0800 (PST)",0,1.0
Re: john griffith,1,18,enron.com,"Tue, 27 Feb 2001 07:26:00 -0800 (PST)",0,1.0
Re: when are you free for scuba next week?,1,64,enron.com,"Mon, 26 Feb 2001 12:38:00 -0800 (PST)",0,0.0
Drift Meeting,1,40,enron.com,"Mon, 26 Feb 2001 12:33:00 -0800 (PST)",0,1.0
Re: good morning,1,29,enron.com,"Thu, 26 Oct 2000 02:21:00 -0700 (PDT)",0,0.0
"FW: ""Chinese Wall"" Classroom Training",1,149,enron.com,"Mon, 26 Feb 2001 12:33:00 -0800 (PST)",1,1.0
RE: Buying back calls,1,422,enron.com,"Mon, 26 Feb 2001 12:30:00 -0800 (PST)",0,0.0
Re: New email address,1,17,enron.com,"Mon, 26 Feb 2001 04:12:00 -0800 (PST)",0,1.0
RE:,1,64,enron.com,"Mon, 26 Feb 2001 00:51:00 -0800 (PST)",0,1.0
RE:,1,33,enron.com,"Sun, 25 Feb 2001 11:10:00 -0800 (PST)",0,1.0
,1,4,enron.com,"Sun, 25 Feb 2001 10:42:00 -0800 (PST)",0,1.0
Natural update,1,17,enron.com,"Sun, 25 Feb 2001 10:30:00 -0800 (PST)",0,1.0
Re: WINE SPECTATOR,1,19,enron.com,"Sun, 25 Feb 2001 08:58:00 -0800 (PST)",0,0.0
"Re: FW: 2001 Natural Gas Production and Price Outlook Conference
 Call",1,196,enron.com,"Sat, 24 Feb 2001 05:03:00 -0800 (PST)",1,1.0
RE: Buying back calls,1,277,enron.com,"Sat, 24 Feb 2001 02:40:00 -0800 (PST)",0,1.0
Re:,1,32,enron.com,"Wed, 25 Oct 2000 09:16:00 -0700 (PDT)",0,1.0
,1,22,enron.com,"Fri, 23 Feb 2001 02:22:00 -0800 (PST)",0,0.0
Re: Smith Barney,1,26,enron.com,"Thu, 22 Feb 2001 23:28:00 -0800 (PST)",0,1.0
RE:,1,27,enron.com,"Wed, 21 Feb 2001 23:06:00 -0800 (PST)",0,0.0
,1,5,enron.com,"Wed, 21 Feb 2001 09:40:00 -0800 (PST)",0,0.0
Re: question,1,10,enron.com,"Wed, 21 Feb 2001 04:26:00 -0800 (PST)",0,1.0
Re:,1,56,enron.com,"Wed, 21 Feb 2001 00:20:00 -0800 (PST)",0,1.0
Re: Trip to Houston,1,141,enron.com,"Tue, 20 Feb 2001 14:26:00 -0800 (PST)",0,1.0
Re: ICE,1,68,enron.com,"Tue, 20 Feb 2001 14:15:00 -0800 (PST)",0,1.0
Re: Buying back calls,1,135,enron.com,"Tue, 20 Feb 2001 14:14:00 -0800 (PST)",0,1.0
Re: US Spread Product,1,97,enron.com,"Mon, 19 Feb 2001 09:11:00 -0800 (PST)",0,1.0
Re:,1,179,enron.com,"Wed, 25 Oct 2000 07:59:00 -0700 (PDT)",0,1.0
Re:,1,61,enron.com,"Mon, 19 Feb 2001 07:14:00 -0800 (PST)",0,1.0
Enjoy Bud,1,16,enron.com,"Thu, 15 Feb 2001 06:51:00 -0800 (PST)",0,0.0
,2,6,enron.com,"Thu, 15 Feb 2001 06:40:00 -0800 (PST)",0,1.0
RE:,1,47,enron.com,"Thu, 15 Feb 2001 05:39:00 -0800 (PST)",0,1.0
,1,14,enron.com,"Thu, 15 Feb 2001 04:43:00 -0800 (PST)",0,1.0
Re: Swaps for EFPS,1,26,enron.com,"Thu, 15 Feb 2001 04:41:00 -0800 (PST)",0,1.0
,1,20,enron.com,"Tue, 13 Feb 2001 23:42:00 -0800 (PST)",0,1.0
Deal# 863626 from 2001-02-07,2,63,enron.com,"Tue, 13 Feb 2001 23:33:00 -0800 (PST)",0,0.0
Re: Deal# 863626 from 2001-02-07,1,59,enron.com,"Tue, 13 Feb 2001 23:32:00 -0800 (PST)",0,1.0
Re: credit card,1,38,enron.com,"Tue, 13 Feb 2001 03:43:00 -0800 (PST)",0,0.0
Re:,1,150,enron.com,"Wed, 25 Oct 2000 07:34:00 -0700 (PDT)",0,0.0
Enjoy Bud,1,15,enron.com,"Tue, 13 Feb 2001 03:36:00 -0800 (PST)",0,0.0
,1,8,enron.com,"Mon, 12 Feb 2001 23:46:00 -0800 (PST)",0,1.0
Enjoy Bud,1,16,enron.com,"Mon, 12 Feb 2001 09:27:00 -0800 (PST)",0,0.0
Re: h/j/k,1,48,enron.com,"Mon, 12 Feb 2001 07:18:00 -0800 (PST)",0,1.0
Re: dinner,1,19,enron.com,"Mon, 12 Feb 2001 06:55:00 -0800 (PST)",0,0.0
Re:,1,37,enron.com,"Mon, 12 Feb 2001 06:46:00 -0800 (PST)",0,1.0
,1,15,enron.com,"Mon, 12 Feb 2001 06:44:00 -0800 (PST)",0,0.0
Re: I know it's a week away,1,29,enron.com,"Sun, 11 Feb 2001 23:40:00 -0800 (PST)",0,0.0
Natural update,1,14,enron.com,"Sun, 11 Feb 2001 23:29:00 -0800 (PST)",0,1.0
,1,17,enron.com,"Sun, 11 Feb 2001 11:14:00 -0800 (PST)",0,1.0
Re: Implementation issue on IE5.0/5.5,1,220,enron.com,"Wed, 25 Oct 2000 05:25:00 -0700 (PDT)",0,1.0
Re: Super Bowl,1,31,enron.com,"Fri, 9 Feb 2001 07:22:00 -0800 (PST)",0,1.0
Re: ....what happens at La Strada STAYS at La Strada!!!,1,105,enron.com,"Fri, 9 Feb 2001 07:21:00 -0800 (PST)",0,0.0
Re: Gas Message Board,1,71,enron.com,"Fri, 9 Feb 2001 06:40:00 -0800 (PST)",0,1.0
,1,4,enron.com,"Fri, 9 Feb 2001 04:33:00 -0800 (PST)",0,1.0
,2,8,enron.com,"Fri, 9 Feb 2001 00:16:00 -0800 (PST)",0,1.0
,1,10,enron.com,"Thu, 8 Feb 2001 23:41:00 -0800 (PST)",0,0.0
Re:,1,76,enron.com,"Thu, 8 Feb 2001 07:36:00 -0800 (PST)",0,1.0
Re: spreads,1,71,enron.com,"Thu, 8 Feb 2001 03:53:00 -0800 (PST)",0,1.0
Re:,1,42,enron.com,"Thu, 8 Feb 2001 02:25:00 -0800 (PST)",0,0.0
,1,2,enron.com,"Thu, 8 Feb 2001 01:29:00 -0800 (PST)",0,0.0
re:f/g,1,253,enron.com,"Tue, 12 Dec 2000 09:13:00 -0800 (PST)",0,1.0
Re:,1,94,enron.com,"Wed, 25 Oct 2000 05:24:00 -0700 (PDT)",0,0.0
Re: EarthSAT UPDATE,1,170,enron.com,"Wed, 7 Feb 2001 23:26:00 -0800 (PST)",0,1.0
Re: continental-delta article,1,2,enron.com,"Wed, 7 Feb 2001 09:03:00 -0800 (PST)",0,1.0
Re: weather pop,1,27,enron.com,"Wed, 7 Feb 2001 06:32:00 -0800 (PST)",0,1.0
Re: weather pop,1,15,enron.com,"Wed, 7 Feb 2001 06:18:00 -0800 (PST)",0,1.0
Re: weather pop,1,4,enron.com,"Wed, 7 Feb 2001 05:34:00 -0800 (PST)",0,0.0
Re: Destiny's Child,1,24,enron.com,"Wed, 7 Feb 2001 02:16:00 -0800 (PST)",0,0.0
Re: continental-delta article,1,21,enron.com,"Wed, 7 Feb 2001 02:12:00 -0800 (PST)",0,1.0
Re: diff topic,1,42,enron.com,"Tue, 6 Feb 2001 23:43:00 -0800 (PST)",0,1.0
Re: diff topic,1,67,enron.com,"Tue, 6 Feb 2001 23:30:00 -0800 (PST)",0,1.0
remove from email list,1,3,enron.com,"Tue, 6 Feb 2001 23:27:00 -0800 (PST)",0,1.0
Your Brother,1,34,enron.com,"Wed, 25 Oct 2000 04:45:00 -0700 (PDT)",0,1.0
Re: daily charts and matrices as hot links 2/6,1,262,enron.com,"Tue, 6 Feb 2001 05:15:00 -0800 (PST)",0,1.0
Re: daily charts and matrices as hot links 2/6,1,175,enron.com,"Tue, 6 Feb 2001 02:59:00 -0800 (PST)",0,1.0
swaps,2,31,enron.com,"Tue, 6 Feb 2001 02:44:00 -0800 (PST)",0,1.0
Re: swaps,1,29,enron.com,"Tue, 6 Feb 2001 02:44:00 -0800 (PST)",0,1.0
FW: A crossroads we have all been at ...,1,25,enron.com,"Mon, 5 Feb 2001 09:11:00 -0800 (PST)",1,0.0
Re: diff topic,1,38,enron.com,"Mon, 5 Feb 2001 09:10:00 -0800 (PST)",0,1.0
re: options,2,60,enron.com,"Mon, 5 Feb 2001 05:00:00 -0800 (PST)",0,1.0
"Re: APR01-MAR02 Strip, varying monthly volumes",1,116,enron.com,"Mon, 5 Feb 2001 03:43:00 -0800 (PST)",0,1.0
Re: v/x,1,272,enron.com,"Sun, 4 Feb 2001 23:31:00 -0800 (PST)",0,1.0
daily charts and matrices as hot links 2/5,1,114,enron.com,"Sun, 4 Feb 2001 23:30:00 -0800 (PST)",0,1.0
,1,1,enron.com,"Wed, 25 Oct 2000 01:22:00 -0700 (PDT)",0,1.0
Natural update,1,14,enron.com,"Sun, 4 Feb 2001 13:15:00 -0800 (PST)",0,1.0
Re: v/x,1,212,enron.com,"Sun, 4 Feb 2001 13:13:00 -0800 (PST)",0,1.0
Remove,1,125,enron.com,"Wed, 31 Jan 2001 08:43:00 -0800 (PST)",0,0.0
Re: v/x,1,23,enron.com,"Wed, 31 Jan 2001 08:41:00 -0800 (PST)",0,1.0
Re: h/j,1,133,enron.com,"Wed, 31 Jan 2001 04:28:00 -0800 (PST)",0,1.0
Re: Sherry,1,11,enron.com,"Wed, 31 Jan 2001 02:58:00 -0800 (PST)",0,1.0
Re: Sherry,1,3,enron.com,"Wed, 31 Jan 2001 00:44:00 -0800 (PST)",0,1.0
Re: Sherry,1,51,enron.com,"Wed, 31 Jan 2001 00:24:00 -0800 (PST)",0,1.0
Re: smith barney AAA,1,83,enron.com,"Tue, 30 Jan 2001 09:46:00 -0800 (PST)",0,1.0
Re: Girlie Magazines,1,47,enron.com,"Tue, 30 Jan 2001 09:39:00 -0800 (PST)",0,0.0
"daily charts, perpetual gasoline and nat gas strip matrix as hot
 links 10/25",1,95,enron.com,"Wed, 25 Oct 2000 00:34:00 -0700 (PDT)",0,1.0
Re: Access training - please respond,1,47,enron.com,"Tue, 30 Jan 2001 05:05:00 -0800 (PST)",0,1.0
Re:,1,112,enron.com,"Mon, 29 Jan 2001 08:06:00 -0800 (PST)",0,0.0
Eloy Escobar Review,1,30,enron.com,"Fri, 26 Jan 2001 04:07:00 -0800 (PST)",0,1.0
,1,19,enron.com,"Wed, 24 Jan 2001 09:54:00 -0800 (PST)",0,1.0
,2,15,enron.com,"Wed, 24 Jan 2001 09:51:00 -0800 (PST)",0,1.0
,1,11,enron.com,"Wed, 24 Jan 2001 09:49:00 -0800 (PST)",0,0.0
Re:,1,16,enron.com,"Wed, 24 Jan 2001 09:47:00 -0800 (PST)",0,1.0
KCS VPP,1,10,enron.com,"Wed, 24 Jan 2001 01:48:00 -0800 (PST)",0,1.0
,1,2,enron.com,"Wed, 24 Jan 2001 01:23:00 -0800 (PST)",0,1.0
,1,2,enron.com,"Wed, 24 Jan 2001 01:22:00 -0800 (PST)",0,1.0
Re:,1,30,enron.com,"Wed, 25 Oct 2000 00:34:00 -0700 (PDT)",0,0.0
Re: BNP PARIBAS Commodity Futures Weekly AGA Survey,1,1,enron.com,"Wed, 24 Jan 2001 00:07:00 -0800 (PST)",0,1.0
daily charts and matrices as hot links 1/24,1,114,enron.com,"Tue, 23 Jan 2001 23:13:00 -0800 (PST)",0,1.0
,1,5,enron.com,"Tue, 23 Jan 2001 00:10:00 -0800 (PST)",0,0.0
,2,76,enron.com,"Mon, 22 Jan 2001 13:37:00 -0800 (PST)",0,0.0
,1,38,enron.com,"Mon, 22 Jan 2001 13:30:00 -0800 (PST)",0,1.0
Re: Fimat,1,48,enron.com,"Mon, 22 Jan 2001 10:57:00 -0800 (PST)",0,1.0
,1,79,enron.com,"Mon, 22 Jan 2001 06:32:00 -0800 (PST)",0,1.0
,1,11,enron.com,"Thu, 18 Jan 2001 02:41:00 -0800 (PST)",0,0.0
Re: A SUPER 2001(from BRAZIL),1,124,enron.com,"Wed, 17 Jan 2001 11:11:00 -0800 (PST)",0,1.0
Spring Recruiting at Vanderbilt,1,206,enron.com,"Wed, 17 Jan 2001 11:07:00 -0800 (PST)",0,1.0
Re: CSFB Columbia/Appalachia Hedging Deal,1,275,enron.com,"Tue, 24 Oct 2000 10:21:00 -0700 (PDT)",0,1.0
Re: Dinner this Thursday night?,1,45,enron.com,"Wed, 17 Jan 2001 11:05:00 -0800 (PST)",0,0.0
Re: Vanguard,1,30,enron.com,"Wed, 17 Jan 2001 11:05:00 -0800 (PST)",0,1.0
Re: Destiny's Child,1,55,enron.com,"Wed, 17 Jan 2001 11:02:00 -0800 (PST)",0,0.0
PLEASE NOTE THAT THE DATE FOR THE 1ST MEETING IS JANUARY 16,1,116,enron.com,"Sat, 13 Jan 2001 12:58:00 -0800 (PST)",0,1.0
Re: Tiger Team meeting Jeff Shankman's office,3,112,enron.com,"Sat, 13 Jan 2001 12:58:00 -0800 (PST)",0,1.0
,1,8,enron.com,"Thu, 11 Jan 2001 15:29:00 -0800 (PST)",0,1.0
,1,9,enron.com,"Thu, 11 Jan 2001 15:24:00 -0800 (PST)",0,1.0
Re: okey dokey,1,25,enron.com,"Thu, 11 Jan 2001 15:20:00 -0800 (PST)",0,0.0
Re:,1,64,enron.com,"Thu, 11 Jan 2001 12:20:00 -0800 (PST)",0,1.0
Re: ngas and economy,1,293,enron.com,"Thu, 11 Jan 2001 12:16:00 -0800 (PST)",0,1.0
Re:,1,197,enron.com,"Tue, 24 Oct 2000 10:15:00 -0700 (PDT)",0,1.0
Re: credit facility,1,71,enron.com,"Thu, 11 Jan 2001 11:43:00 -0800 (PST)",0,1.0
Re:,1,12,enron.com,"Thu, 11 Jan 2001 07:00:00 -0800 (PST)",0,0.0
,1,1,enron.com,"Thu, 11 Jan 2001 06:58:00 -0800 (PST)",0,0.0
,2,14,enron.com,"Wed, 10 Jan 2001 06:51:00 -0800 (PST)",0,1.0
Re:,1,37,enron.com,"Wed, 10 Jan 2001 00:25:00 -0800 (PST)",0,1.0
daily charts and matrices as hot links 1/10,1,114,enron.com,"Tue, 9 Jan 2001 23:42:00 -0800 (PST)",0,1.0
Re: Yeah Monkey!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,36,enron.com,"Tue, 9 Jan 2001 09:25:00 -0800 (PST)",0,1.0
,1,17,enron.com,"Tue, 9 Jan 2001 08:10:00 -0800 (PST)",0,0.0
,1,14,enron.com,"Wed, 3 Jan 2001 23:36:00 -0800 (PST)",0,1.0
Important - EOL Data,1,131,enron.com,"Wed, 3 Jan 2001 08:12:00 -0800 (PST)",0,1.0
,1,3,enron.com,"Tue, 24 Oct 2000 10:11:00 -0700 (PDT)",0,0.0
,1,22,enron.com,"Wed, 3 Jan 2001 08:10:00 -0800 (PST)",0,1.0
Re:,1,126,enron.com,"Wed, 3 Jan 2001 08:09:00 -0800 (PST)",0,1.0
,1,8,enron.com,"Wed, 3 Jan 2001 00:14:00 -0800 (PST)",0,1.0
Re:,1,85,enron.com,"Tue, 2 Jan 2001 13:07:00 -0800 (PST)",0,0.0
,1,3,enron.com,"Tue, 2 Jan 2001 13:05:00 -0800 (PST)",0,0.0
,1,26,enron.com,"Tue, 2 Jan 2001 13:04:00 -0800 (PST)",0,1.0
Re: Financial Group - Gas Team,1,49,enron.com,"Tue, 2 Jan 2001 13:01:00 -0800 (PST)",0,1.0
Re: 24x7 Emergency Services,1,349,enron.com,"Tue, 2 Jan 2001 09:16:00 -0800 (PST)",0,1.0
,1,3,enron.com,"Tue, 2 Jan 2001 08:23:00 -0800 (PST)",0,1.0
Re: Site Location Advisory Service,1,761,enron.com,"Tue, 2 Jan 2001 06:18:00 -0800 (PST)",0,1.0
Re: Login ID's needed,1,63,enron.com,"Tue, 24 Oct 2000 10:03:00 -0700 (PDT)",0,1.0
Re:,1,18,enron.com,"Mon, 1 Jan 2001 23:57:00 -0800 (PST)",0,0.0
Re:,1,14,enron.com,"Mon, 1 Jan 2001 09:31:00 -0800 (PST)",0,1.0
,1,4,enron.com,"Mon, 1 Jan 2001 08:55:00 -0800 (PST)",0,1.0
Re: Gas Team - Reorg,1,64,enron.com,"Mon, 1 Jan 2001 08:36:00 -0800 (PST)",0,1.0
Re:,1,26,enron.com,"Mon, 1 Jan 2001 08:36:00 -0800 (PST)",0,0.0
,1,11,enron.com,"Thu, 28 Dec 2000 23:31:00 -0800 (PST)",0,1.0
,1,6,enron.com,"Thu, 28 Dec 2000 23:14:00 -0800 (PST)",0,1.0
Re: NG YEAR ENd Quiz,1,79,enron.com,"Thu, 28 Dec 2000 23:07:00 -0800 (PST)",0,1.0
Re: fund views,1,209,enron.com,"Thu, 28 Dec 2000 04:52:00 -0800 (PST)",0,1.0
Re: End of the YEar,1,246,enron.com,"Thu, 28 Dec 2000 04:52:00 -0800 (PST)",0,1.0
Re: Sunday,1,134,enron.com,"Tue, 24 Oct 2000 10:03:00 -0700 (PDT)",0,1.0
Re: NG YEAR ENd Quiz,1,319,enron.com,"Thu, 28 Dec 2000 04:50:00 -0800 (PST)",0,1.0
Re: Vegas,1,33,enron.com,"Thu, 28 Dec 2000 04:43:00 -0800 (PST)",0,0.0
Re: 12/26 and 12/27 Maturity Gap Risk Limit Violation,1,65,enron.com,"Thu, 28 Dec 2000 04:42:00 -0800 (PST)",0,1.0
,1,10,enron.com,"Wed, 27 Dec 2000 06:56:00 -0800 (PST)",0,1.0
Re: ICE,3,47,enron.com,"Tue, 26 Dec 2000 11:35:00 -0800 (PST)",0,1.0
,1,25,enron.com,"Tue, 26 Dec 2000 11:34:00 -0800 (PST)",0,1.0
Re: NG Expiry,1,43,enron.com,"Tue, 26 Dec 2000 11:03:00 -0800 (PST)",0,1.0
Re:,1,23,enron.com,"Mon, 25 Dec 2000 13:17:00 -0800 (PST)",0,0.0
Re:,1,21,enron.com,"Mon, 25 Dec 2000 13:16:00 -0800 (PST)",0,0.0
Re: Plants Shut Down and Sell the Energy,1,647,enron.com,"Fri, 22 Dec 2000 10:29:00 -0800 (PST)",0,1.0
"Re: EIM Due Diligence: Nymex, Enron Gas Data",1,227,enron.com,"Mon, 11 Dec 2000 09:12:00 -0800 (PST)",0,1.0
Re: Gas Org Chart,1,73,enron.com,"Tue, 24 Oct 2000 09:07:00 -0700 (PDT)",0,1.0
Plants Shut Down and Sell the Energy,1,604,enron.com,"Thu, 21 Dec 2000 23:26:00 -0800 (PST)",0,1.0
Re:,1,8,enron.com,"Thu, 21 Dec 2000 06:40:00 -0800 (PST)",0,1.0
Re: APIs,1,169,enron.com,"Wed, 20 Dec 2000 08:56:00 -0800 (PST)",0,1.0
Re: confidential employee information-dutch quigley,1,174,enron.com,"Tue, 19 Dec 2000 08:55:00 -0800 (PST)",0,1.0
,1,6,enron.com,"Mon, 18 Dec 2000 09:19:00 -0800 (PST)",0,1.0
Greetings from GARP - Mark your Calendars,1,123,enron.com,"Mon, 18 Dec 2000 09:08:00 -0800 (PST)",0,1.0
,1,26,enron.com,"Mon, 18 Dec 2000 07:36:00 -0800 (PST)",0,1.0
Re: FLU Vaccinations,1,67,enron.com,"Mon, 18 Dec 2000 02:57:00 -0800 (PST)",0,1.0
Re: O COME ALL YE FABULOUS!,1,43,enron.com,"Fri, 15 Dec 2000 05:17:00 -0800 (PST)",0,1.0
Re: O COME ALL YE FABULOUS!,1,7,enron.com,"Fri, 15 Dec 2000 03:33:00 -0800 (PST)",0,0.0
Re:,1,13,enron.com,"Mon, 23 Oct 2000 10:00:00 -0700 (PDT)",0,1.0
Re: Create a new NT group,1,29,enron.com,"Mon, 23 Oct 2000 04:00:00 -0700 (PDT)",0,1.0
Re:,1,34,enron.com,"Mon, 23 Oct 2000 03:59:00 -0700 (PDT)",0,0.0
Re:,1,75,enron.com,"Mon, 23 Oct 2000 00:42:00 -0700 (PDT)",0,1.0
Re:,1,47,enron.com,"Mon, 23 Oct 2000 00:30:00 -0700 (PDT)",0,1.0
,1,7,enron.com,"Sun, 22 Oct 2000 11:31:00 -0700 (PDT)",0,0.0
Re: (no subject),1,62,enron.com,"Sun, 22 Oct 2000 11:28:00 -0700 (PDT)",0,0.0
Re:,1,26,enron.com,"Sun, 22 Oct 2000 11:26:00 -0700 (PDT)",0,1.0
,1,24,enron.com,"Sun, 22 Oct 2000 11:23:00 -0700 (PDT)",0,1.0
re:summer inverses,1,96,enron.com,"Mon, 11 Dec 2000 09:04:00 -0800 (PST)",0,1.0
Re: How are you today,1,165,enron.com,"Sun, 22 Oct 2000 10:52:00 -0700 (PDT)",0,1.0
Re: Mexico Industrial,1,254,enron.com,"Sun, 22 Oct 2000 10:30:00 -0700 (PDT)",0,1.0
Recruiting Expenses,1,401,enron.com,"Sat, 14 Oct 2000 10:25:00 -0700 (PDT)",0,1.0
Re:,1,17,enron.com,"Fri, 20 Oct 2000 08:25:00 -0700 (PDT)",0,1.0
,1,3,enron.com,"Thu, 19 Oct 2000 02:13:00 -0700 (PDT)",0,1.0
Re: Look at what I found,1,25,enron.com,"Thu, 19 Oct 2000 01:01:00 -0700 (PDT)",0,0.0
,1,11,enron.com,"Thu, 19 Oct 2000 00:59:00 -0700 (PDT)",0,1.0
Re: BNP PARIBAS Commodity Futures Weekly AGA Survey,1,150,enron.com,"Wed, 18 Oct 2000 02:47:00 -0700 (PDT)",0,1.0
Vanderbilt presentation,1,98,enron.com,"Fri, 29 Sep 2000 08:31:00 -0700 (PDT)",0,1.0
,1,8,enron.com,"Tue, 17 Oct 2000 14:01:00 -0700 (PDT)",0,1.0
Re: mkts,1,335,enron.com,"Tue, 17 Oct 2000 12:12:00 -0700 (PDT)",0,1.0
Video for Enron Management Conference,1,129,enron.com,"Tue, 17 Oct 2000 11:59:00 -0700 (PDT)",0,1.0
$85K allocation - processed (FYI),1,9,enron.com,"Thu, 14 Dec 2000 05:26:00 -0800 (PST)",0,1.0
Strategic Sourcing Conference,1,195,enron.com,"Mon, 4 Dec 2000 05:58:00 -0800 (PST)",0,0.0
Quotes for the CD's.,1,118,enron.com,"Mon, 4 Dec 2000 03:01:00 -0800 (PST)",0,0.0
Active International - Action Items,5,90,enron.com,"Thu, 30 Nov 2000 02:01:00 -0800 (PST)",0,1.0
"Invitation: EBS/GSS Meeting w/Bristol Babcock (Nov 30 02:00 PM CST
 in 3AC, 11th Fl)",4,17,enron.com,"Mon, 27 Nov 2000 01:49:00 -0800 (PST)",0,1.0
EBS Information,3,44,enron.com,"Thu, 30 Nov 2000 01:16:00 -0800 (PST)",0,1.0
Target Accounts checkup,3,140,enron.com,"Wed, 13 Dec 2000 04:54:00 -0800 (PST)",0,1.0
Re:,1,12,enron.com,"Thu, 11 Jan 2001 07:00:00 -0800 (PST)",0,0.0
,1,1,enron.com,"Thu, 11 Jan 2001 06:58:00 -0800 (PST)",0,0.0
,2,14,enron.com,"Wed, 10 Jan 2001 06:51:00 -0800 (PST)",0,1.0
Re:,1,37,enron.com,"Wed, 10 Jan 2001 00:25:00 -0800 (PST)",0,1.0
daily charts and matrices as hot links 1/10,1,114,enron.com,"Tue, 9 Jan 2001 23:42:00 -0800 (PST)",0,1.0
Re: Yeah Monkey!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,36,enron.com,"Tue, 9 Jan 2001 09:25:00 -0800 (PST)",0,1.0
,1,17,enron.com,"Tue, 9 Jan 2001 08:10:00 -0800 (PST)",0,0.0
